symbol,side,pct,h,thr,n,mean,tot,win
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,90,30,15,734,-3.32,-2440.0,0.485
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,90,30,15,677,-11.26,-7620.5,0.44
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,90,50,15,733,-2.36,-1727.5,0.506
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,90,50,15,676,-14.04,-9488.5,0.433
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,90,100,15,733,7.46,5470.5,0.499
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,90,100,15,676,-19.75,-13351.0,0.433
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,90,200,15,732,17.47,12785.0,0.546
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,90,200,15,673,-34.28,-23071.0,0.406
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,95,30,15,734,-3.32,-2440.0,0.485
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,95,30,15,677,-11.26,-7620.5,0.44
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,95,50,15,733,-2.36,-1727.5,0.506
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,95,50,15,676,-14.04,-9488.5,0.433
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,95,100,15,733,7.46,5470.5,0.499
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,95,100,15,676,-19.75,-13351.0,0.433
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,95,200,15,732,17.47,12785.0,0.546
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,95,200,15,673,-34.28,-23071.0,0.406
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,99,30,30,370,0.05,18.5,0.511
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,99,30,30,362,-10.82,-3917.0,0.428
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,99,50,30,369,-1.88,-694.0,0.499
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,99,50,30,362,-13.98,-5061.5,0.406
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,99,100,30,367,9.23,3388.5,0.518
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,99,100,30,361,-19.3,-6969.0,0.435
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_BID_ONLY_long,99,200,30,367,15.84,5811.5,0.553
TRANSLATOR_ECLIPSE_CHARCOAL,BIG_ASK_ONLY_short,99,200,30,357,-34.96,-12480.5,0.395
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,80,30,14,437,-3.36,-1466.5,0.485
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,80,30,14,385,-14.55,-5602.5,0.395
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,80,50,14,437,-0.05,-20.5,0.494
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,80,50,14,384,-14.1,-5414.0,0.409
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,80,100,14,437,10.02,4379.5,0.547
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,80,100,14,383,-21.76,-8334.5,0.397
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,80,200,14,433,27.91,12085.5,0.633
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,80,200,14,383,-32.68,-12517.5,0.371
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,90,30,15,419,-2.52,-1056.5,0.484
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,90,30,15,373,-16.2,-6042.5,0.378
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,90,50,15,419,1.54,644.5,0.518
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,90,50,15,372,-17.91,-6664.0,0.379
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,90,100,15,419,12.94,5420.5,0.561
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,90,100,15,370,-23.78,-8797.5,0.384
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,90,200,15,416,35.21,14649.0,0.651
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,90,200,15,370,-37.15,-13744.5,0.346
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,95,30,15,419,-2.52,-1056.5,0.484
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,95,30,15,373,-16.2,-6042.5,0.378
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,95,50,15,419,1.54,644.5,0.518
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,95,50,15,372,-17.91,-6664.0,0.379
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,95,100,15,419,12.94,5420.5,0.561
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,95,100,15,370,-23.78,-8797.5,0.384
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,95,200,15,416,35.21,14649.0,0.651
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,95,200,15,370,-37.15,-13744.5,0.346
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,99,30,27,323,0.03,8.5,0.517
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,99,30,25,311,-16.51,-5135.5,0.373
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,99,50,27,323,4.8,1549.0,0.539
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,99,50,25,310,-19.56,-6062.5,0.368
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,99,100,27,323,16.5,5329.0,0.576
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,99,100,25,307,-25.75,-7906.5,0.384
TRANSLATOR_GRAPHITE_MIST,BIG_BID_ONLY_long,99,200,27,322,34.85,11220.5,0.661
TRANSLATOR_GRAPHITE_MIST,BIG_ASK_ONLY_short,99,200,25,307,-42.74,-13121.5,0.322
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,80,30,14,1352,-8.24,-11134.0,0.425
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,80,30,14,1343,-8.79,-11809.5,0.433
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,80,50,14,1352,-8.35,-11290.0,0.443
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,80,50,14,1336,-8.44,-11281.0,0.431
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,80,100,14,1342,-10.76,-14446.5,0.455
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,80,100,14,1329,-5.36,-7129.5,0.479
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,80,200,14,1323,-13.39,-17721.0,0.438
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,80,200,14,1316,-7.66,-10083.0,0.496
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,90,30,15,1459,-8.63,-12584.5,0.423
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,90,30,15,1484,-9.14,-13566.0,0.425
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,90,50,15,1459,-8.81,-12860.5,0.439
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,90,50,15,1477,-8.76,-12938.5,0.428
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,90,100,15,1449,-12.2,-17677.0,0.443
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,90,100,15,1469,-6.65,-9765.0,0.475
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,90,200,15,1430,-13.99,-20005.5,0.437
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,90,200,15,1454,-6.38,-9281.0,0.501
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,95,30,25,1449,-7.89,-11425.5,0.432
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,95,30,26,1376,-9.04,-12445.5,0.425
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,95,50,25,1449,-8.14,-11798.5,0.439
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,95,50,26,1370,-7.59,-10405.0,0.442
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,95,100,25,1441,-10.8,-15564.0,0.446
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,95,100,26,1364,-5.9,-8049.0,0.482
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,95,200,25,1421,-10.78,-15318.0,0.444
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,95,200,26,1352,-5.94,-8031.5,0.501
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,99,30,33,328,-9.02,-2959.5,0.433
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,99,30,33,310,-10.44,-3236.5,0.413
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,99,50,33,328,-10.58,-3470.0,0.421
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,99,50,33,308,-9.0,-2773.0,0.429
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,99,100,33,326,-11.46,-3735.5,0.405
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,99,100,33,306,-7.66,-2343.0,0.474
TRANSLATOR_SPACE_GRAY,BIG_BID_ONLY_long,99,200,33,322,-9.43,-3035.5,0.469
TRANSLATOR_SPACE_GRAY,BIG_ASK_ONLY_short,99,200,33,305,-7.65,-2334.0,0.492
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,80,30,14,167,-3.39,-566.5,0.461
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,80,30,14,165,-10.03,-1655.5,0.406
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,80,50,14,167,-3.37,-563.0,0.491
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,80,50,14,165,-10.09,-1665.5,0.43
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,80,100,14,167,5.18,865.0,0.521
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,80,100,14,165,-13.02,-2149.0,0.473
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,80,200,14,166,3.96,657.0,0.47
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,80,200,14,165,-22.07,-3642.0,0.424
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,90,30,15,115,-5.1,-586.0,0.426
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,90,30,15,129,-9.64,-1243.5,0.38
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,90,50,15,115,-4.87,-560.5,0.487
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,90,50,15,129,-10.5,-1355.0,0.419
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,90,100,15,115,8.68,998.0,0.565
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,90,100,15,129,-18.96,-2446.0,0.465
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,90,200,15,115,15.2,1748.0,0.53
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,90,200,15,129,-30.69,-3958.5,0.395
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,95,30,15,115,-5.1,-586.0,0.426
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,95,30,15,129,-9.64,-1243.5,0.38
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,95,50,15,115,-4.87,-560.5,0.487
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,95,50,15,129,-10.5,-1355.0,0.419
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,95,100,15,115,8.68,998.0,0.565
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,95,100,15,129,-18.96,-2446.0,0.465
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,95,200,15,115,15.2,1748.0,0.53
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,95,200,15,129,-30.69,-3958.5,0.395
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,99,30,15,115,-5.1,-586.0,0.426
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,99,30,15,129,-9.64,-1243.5,0.38
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,99,50,15,115,-4.87,-560.5,0.487
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,99,50,15,129,-10.5,-1355.0,0.419
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,99,100,15,115,8.68,998.0,0.565
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,99,100,15,129,-18.96,-2446.0,0.465
TRANSLATOR_VOID_BLUE,BIG_BID_ONLY_long,99,200,15,115,15.2,1748.0,0.53
TRANSLATOR_VOID_BLUE,BIG_ASK_ONLY_short,99,200,15,129,-30.69,-3958.5,0.395
