symbol,rule,horizon,n_events,mean_pnl,tot_pnl,sharpe_per_event,win_rate,cost,spread_med
GALAXY_SOUNDS_DARK_MATTER,BIG_BOTH_long,10,2078,-12.738,-26469.5,-0.393,0.355,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BOTH_long,30,2076,-13.419,-27857.5,-0.238,0.406,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BOTH_long,100,2073,-14.181,-29398.0,-0.134,0.464,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BOTH_short,5,2078,-13.222,-27476.0,-0.58,0.273,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BOTH_short,10,2078,-13.262,-27558.5,-0.409,0.342,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BOTH_short,30,2076,-12.581,-26118.5,-0.223,0.405,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BOTH_short,100,2073,-11.819,-24500.0,-0.112,0.44,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BID99_long,5,2113,-12.721,-26878.5,-0.557,0.285,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BID99_long,10,2113,-12.727,-26892.5,-0.392,0.356,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BID99_long,30,2111,-13.584,-28676.5,-0.241,0.404,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_BID99_long,100,2108,-14.478,-30519.5,-0.137,0.462,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_ASK99_short,5,2112,-13.168,-27810.5,-0.578,0.274,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_ASK99_short,10,2112,-13.159,-27792.5,-0.406,0.342,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_ASK99_short,30,2110,-12.511,-26397.5,-0.222,0.406,13.0,13.0
GALAXY_SOUNDS_DARK_MATTER,BIG_ASK99_short,100,2107,-11.677,-24603.0,-0.11,0.44,13.0,13.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_long,5,35,-8.571,-300.0,-0.334,0.314,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_long,10,35,-8.943,-313.0,-0.238,0.343,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_long,30,35,-1.957,-68.5,-0.026,0.514,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_long,100,35,1.843,64.5,0.017,0.457,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_short,5,35,-19.429,-680.0,-0.757,0.2,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_short,10,35,-19.057,-667.0,-0.507,0.286,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_short,30,35,-26.043,-911.5,-0.347,0.343,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID_ONLY_short,100,35,-29.843,-1044.5,-0.28,0.429,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_long,5,34,-17.529,-596.0,-0.763,0.235,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_long,10,34,-19.0,-646.0,-0.44,0.265,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_long,30,34,-25.221,-857.5,-0.374,0.294,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_long,100,34,-50.691,-1723.5,-0.418,0.382,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_short,5,34,-10.471,-356.0,-0.456,0.265,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_short,10,34,-9.0,-306.0,-0.208,0.324,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_short,30,34,-2.779,-94.5,-0.041,0.5,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK_ONLY_short,100,34,22.691,771.5,0.187,0.529,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_long,5,2078,-13.782,-28639.0,-0.568,0.278,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_long,10,2078,-13.213,-27457.5,-0.382,0.335,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_long,30,2076,-14.013,-29090.0,-0.228,0.403,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_long,100,2073,-14.87,-30824.5,-0.134,0.44,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_short,5,2078,-14.218,-29545.0,-0.586,0.268,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_short,10,2078,-14.787,-30726.5,-0.428,0.335,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_short,30,2076,-13.987,-29038.0,-0.228,0.417,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BOTH_short,100,2073,-13.13,-27219.5,-0.118,0.465,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID99_long,5,2113,-13.696,-28939.0,-0.564,0.278,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID99_long,10,2113,-13.143,-27770.5,-0.38,0.335,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID99_long,30,2111,-13.813,-29158.5,-0.224,0.405,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_BID99_long,100,2108,-14.592,-30760.0,-0.131,0.441,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK99_short,5,2112,-14.158,-29901.0,-0.584,0.268,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK99_short,10,2112,-14.693,-31032.5,-0.423,0.335,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK99_short,30,2110,-13.807,-29132.5,-0.225,0.418,14.0,14.0
GALAXY_SOUNDS_PLANETARY_RINGS,BIG_ASK99_short,100,2107,-12.552,-26448.0,-0.112,0.466,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_long,5,35,-8.429,-295.0,-0.243,0.371,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_long,10,35,-3.814,-133.5,-0.096,0.429,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_long,30,35,0.071,2.5,0.001,0.571,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_long,100,35,2.629,92.0,0.029,0.543,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_short,5,35,-19.571,-685.0,-0.564,0.257,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_short,10,35,-24.186,-846.5,-0.607,0.286,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_short,30,35,-28.071,-982.5,-0.477,0.286,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID_ONLY_short,100,35,-30.629,-1072.0,-0.334,0.314,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_long,5,34,-21.662,-736.5,-0.945,0.147,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_long,10,34,-23.721,-806.5,-0.88,0.206,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_long,30,34,-16.368,-556.5,-0.282,0.382,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_long,100,34,-34.412,-1170.0,-0.284,0.471,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_short,5,34,-6.338,-215.5,-0.276,0.412,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_short,10,34,-4.279,-145.5,-0.159,0.412,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_short,30,34,-11.632,-395.5,-0.201,0.382,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK_ONLY_short,100,34,6.412,218.0,0.053,0.412,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_long,5,2078,-14.471,-30071.0,-0.594,0.276,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_long,10,2078,-13.932,-28950.5,-0.409,0.344,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_long,30,2076,-14.34,-29769.5,-0.24,0.402,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_long,100,2073,-13.117,-27191.0,-0.121,0.465,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_short,5,2078,-13.529,-28113.0,-0.556,0.275,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_short,10,2078,-14.068,-29233.5,-0.413,0.346,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_short,30,2076,-13.66,-28358.5,-0.228,0.418,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BOTH_short,100,2073,-14.883,-30853.0,-0.137,0.427,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID99_long,5,2113,-14.371,-30366.0,-0.585,0.277,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID99_long,10,2113,-13.764,-29084.0,-0.403,0.345,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID99_long,30,2111,-14.101,-29767.0,-0.236,0.405,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_BID99_long,100,2108,-12.855,-27099.0,-0.118,0.466,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK99_short,5,2112,-13.413,-28328.5,-0.551,0.277,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK99_short,10,2112,-13.911,-29379.0,-0.41,0.347,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK99_short,30,2110,-13.627,-28754.0,-0.228,0.418,14.0,14.0
GALAXY_SOUNDS_SOLAR_FLAMES,BIG_ASK99_short,100,2107,-14.54,-30635.0,-0.133,0.427,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_long,5,35,-12.871,-450.5,-0.614,0.2,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_long,10,35,-15.743,-551.0,-0.503,0.314,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_long,30,35,-19.686,-689.0,-0.372,0.371,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_long,100,35,-41.943,-1468.0,-0.452,0.371,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_short,5,35,-15.129,-529.5,-0.722,0.229,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_short,10,35,-12.257,-429.0,-0.392,0.314,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_short,30,35,-8.314,-291.0,-0.157,0.514,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID_ONLY_short,100,35,13.943,488.0,0.15,0.543,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_long,5,34,-21.941,-746.0,-1.161,0.147,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_long,10,34,-24.941,-848.0,-0.872,0.294,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_long,30,34,-13.176,-448.0,-0.286,0.382,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_long,100,34,4.559,155.0,0.049,0.471,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_short,5,34,-6.059,-206.0,-0.321,0.324,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_short,10,34,-3.059,-104.0,-0.107,0.471,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_short,30,34,-14.824,-504.0,-0.322,0.324,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK_ONLY_short,100,34,-32.559,-1107.0,-0.349,0.412,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_long,5,2078,-13.173,-27373.5,-0.568,0.283,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_long,10,2078,-13.453,-27954.5,-0.42,0.33,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_long,30,2076,-13.102,-27200.0,-0.225,0.417,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_long,100,2073,-12.869,-26676.5,-0.121,0.437,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_short,5,2078,-14.827,-30810.5,-0.639,0.253,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_short,10,2078,-14.547,-30229.5,-0.454,0.328,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_short,30,2076,-14.898,-30928.0,-0.256,0.395,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BOTH_short,100,2073,-15.131,-31367.5,-0.142,0.455,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID99_long,5,2113,-13.168,-27824.0,-0.568,0.282,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID99_long,10,2113,-13.491,-28505.5,-0.421,0.329,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID99_long,30,2111,-13.211,-27889.0,-0.227,0.416,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_BID99_long,100,2108,-13.351,-28144.5,-0.126,0.435,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK99_short,5,2112,-14.686,-31016.5,-0.634,0.254,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK99_short,10,2112,-14.362,-30333.5,-0.448,0.33,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK99_short,30,2110,-14.897,-31432.0,-0.256,0.394,14.0,14.0
GALAXY_SOUNDS_SOLAR_WINDS,BIG_ASK99_short,100,2107,-15.413,-32474.5,-0.145,0.455,14.0,14.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_long,5,1547,-7.087,-10963.5,-0.359,0.359,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_long,10,1547,-6.754,-10448.5,-0.247,0.39,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_long,30,1547,-6.258,-9681.0,-0.133,0.451,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_long,100,1547,-5.535,-8562.5,-0.067,0.472,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_short,5,1547,-8.913,-13788.5,-0.451,0.324,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_short,10,1547,-9.246,-14303.5,-0.338,0.369,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_short,30,1547,-9.742,-15071.0,-0.208,0.409,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID_ONLY_short,100,1547,-10.465,-16189.5,-0.126,0.443,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_long,5,1522,-7.741,-11781.5,-0.39,0.346,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_long,10,1522,-7.681,-11690.5,-0.273,0.382,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_long,30,1522,-6.091,-9271.0,-0.123,0.458,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_long,100,1522,-6.561,-9985.5,-0.075,0.464,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_short,5,1522,-8.259,-12570.5,-0.416,0.356,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_short,10,1522,-8.319,-12661.5,-0.296,0.39,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_short,30,1522,-9.909,-15081.0,-0.201,0.415,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK_ONLY_short,100,1522,-9.439,-14366.5,-0.108,0.465,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_long,5,303,-5.15,-1560.5,-0.264,0.386,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_long,10,303,-5.203,-1576.5,-0.194,0.419,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_long,30,303,-6.021,-1824.5,-0.125,0.429,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_long,100,303,0.328,99.5,0.004,0.462,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_short,5,303,-10.85,-3287.5,-0.555,0.271,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_short,10,303,-10.797,-3271.5,-0.402,0.314,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_short,30,303,-9.979,-3023.5,-0.207,0.426,8.0,8.0
MICROCHIP_CIRCLE,BIG_BOTH_short,100,303,-16.328,-4947.5,-0.19,0.426,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID99_long,5,597,-7.379,-4405.0,-0.371,0.363,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID99_long,10,597,-6.951,-4149.5,-0.256,0.39,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID99_long,30,597,-7.552,-4508.5,-0.162,0.449,8.0,8.0
MICROCHIP_CIRCLE,BIG_BID99_long,100,597,-8.74,-5217.5,-0.105,0.444,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK99_short,5,556,-9.852,-5477.5,-0.489,0.322,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK99_short,10,556,-9.763,-5428.0,-0.356,0.36,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK99_short,30,556,-11.004,-6118.0,-0.224,0.41,8.0,8.0
MICROCHIP_CIRCLE,BIG_ASK99_short,100,556,-9.978,-5548.0,-0.12,0.45,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_long,5,1376,-9.07,-12480.5,-0.362,0.343,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_long,10,1376,-10.818,-14886.0,-0.31,0.368,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_long,30,1376,-13.83,-19030.0,-0.229,0.398,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_long,100,1374,-29.122,-40013.5,-0.277,0.384,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_short,5,1376,-6.93,-9535.5,-0.277,0.372,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_short,10,1376,-5.182,-7130.0,-0.149,0.447,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_short,30,1376,-2.17,-2986.0,-0.036,0.488,8.0,8.0
MICROCHIP_OVAL,BIG_BID_ONLY_short,100,1374,13.122,18029.5,0.125,0.563,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_long,5,1364,-9.208,-12560.0,-0.38,0.338,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_long,10,1364,-10.51,-14335.5,-0.296,0.372,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_long,30,1364,-14.781,-20161.0,-0.241,0.394,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_long,100,1362,-26.525,-36126.5,-0.247,0.394,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_short,5,1364,-6.792,-9264.0,-0.28,0.38,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_short,10,1364,-5.49,-7488.5,-0.154,0.43,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_short,30,1364,-1.219,-1663.0,-0.02,0.496,8.0,8.0
MICROCHIP_OVAL,BIG_ASK_ONLY_short,100,1362,10.525,14334.5,0.098,0.551,8.0,8.0
MICROCHIP_OVAL,BIG_BOTH_long,5,800,-8.771,-7017.0,-0.418,0.325,8.0,8.0
