pair,lag,corr
ROBOT_LAUNDRY|ROBOT_MOPPING,-4,0.005966112460058114
ROBOT_LAUNDRY|ROBOT_MOPPING,-3,0.001218258823178713
ROBOT_LAUNDRY|ROBOT_MOPPING,-2,0.0040227358708212115
ROBOT_LAUNDRY|ROBOT_MOPPING,-1,0.0012895261028041984
ROBOT_LAUNDRY|ROBOT_MOPPING,0,-0.009581517901859866
ROBOT_LAUNDRY|ROBOT_MOPPING,1,0.0015480731532821837
ROBOT_LAUNDRY|ROBOT_MOPPING,2,-0.00747132234554569
ROBOT_LAUNDRY|ROBOT_MOPPING,3,0.002918210162851435
ROBOT_LAUNDRY|ROBOT_MOPPING,4,0.004289610688505517
ROBOT_LAUNDRY|ROBOT_MOPPING,5,0.002322589024349731
ROBOT_LAUNDRY|ROBOT_VACUUMING,-5,0.008462426894315318
ROBOT_LAUNDRY|ROBOT_VACUUMING,-4,0.00819043496584496
ROBOT_LAUNDRY|ROBOT_VACUUMING,-3,0.002736672275410562
ROBOT_LAUNDRY|ROBOT_VACUUMING,-2,0.007195201330765368
ROBOT_LAUNDRY|ROBOT_VACUUMING,-1,-0.008245714061260338
ROBOT_LAUNDRY|ROBOT_VACUUMING,0,-0.0013623990012189154
ROBOT_LAUNDRY|ROBOT_VACUUMING,1,-0.003964593113885289
ROBOT_LAUNDRY|ROBOT_VACUUMING,2,-0.004344023460257537
ROBOT_LAUNDRY|ROBOT_VACUUMING,3,-0.003342475560704356
ROBOT_LAUNDRY|ROBOT_VACUUMING,4,0.009936928321157014
ROBOT_LAUNDRY|ROBOT_VACUUMING,5,-0.012548973397438629
ROBOT_MOPPING|ROBOT_VACUUMING,-5,0.004093506219389086
ROBOT_MOPPING|ROBOT_VACUUMING,-4,-0.002267087355885939
ROBOT_MOPPING|ROBOT_VACUUMING,-3,-0.009544911046379436
ROBOT_MOPPING|ROBOT_VACUUMING,-2,0.009449060288821568
ROBOT_MOPPING|ROBOT_VACUUMING,-1,0.002932236907707546
ROBOT_MOPPING|ROBOT_VACUUMING,0,-0.003901078818723638
ROBOT_MOPPING|ROBOT_VACUUMING,1,-0.007876466748689744
ROBOT_MOPPING|ROBOT_VACUUMING,2,-0.005570427834672947
ROBOT_MOPPING|ROBOT_VACUUMING,3,-0.018403942309307347
ROBOT_MOPPING|ROBOT_VACUUMING,4,-0.006999415849191039
ROBOT_MOPPING|ROBOT_VACUUMING,5,0.0026116293228229145
