cause,effect,lag,pvalue
SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,3,0.2947431323231851
SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,4,0.414429420733162
SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,5,0.44826680185492085
SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,1,0.17174839691207894
SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,2,0.28006193852708305
SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,3,0.3018481773423503
SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,4,0.21630263026683968
SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,5,0.2554098422982404
SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,1,0.0894114280118259
SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,2,0.1061054630061335
SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,3,0.15364149959365264
SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,4,0.10531203941231461
SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,5,0.09709106967257485
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,1,0.9989688964268111
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,2,0.7153547342498636
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,3,0.8514406429551559
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,4,0.9224748655337314
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,5,0.42416494432624485
SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1,0.9533807812862672
SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2,0.11848113530624425
SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,3,0.10456835750919884
SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,4,0.17096642476844126
SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,5,0.18533427702424415
SLEEP_POD_SUEDE,SLEEP_POD_NYLON,1,0.819570977249827
SLEEP_POD_SUEDE,SLEEP_POD_NYLON,2,0.9331714377810445
SLEEP_POD_SUEDE,SLEEP_POD_NYLON,3,0.3354752867293457
SLEEP_POD_SUEDE,SLEEP_POD_NYLON,4,0.4795933830155146
SLEEP_POD_SUEDE,SLEEP_POD_NYLON,5,0.42023397041481725
SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1,0.6757435104444849
SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,2,0.9087252256455561
SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,3,0.6344557923533647
SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,4,0.7975352100229419
SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,5,0.7727862968828156
