a,b,family_a,family_b,corr_ret1,corr_ret10,abs_r1,abs_r10
MICROCHIP_OVAL,SLEEP_POD_LAMB_WOOL,MICROCHIP,SLEEP_POD,0.008426675548137072,0.03162493026442683,0.008426675548137072,0.03162493026442683
PANEL_1X2,SLEEP_POD_COTTON,PANEL,SLEEP_POD,0.015106164655844575,0.031533798166656794,0.015106164655844575,0.031533798166656794
SLEEP_POD_POLYESTER,SNACKPACK_VANILLA,SLEEP_POD,SNACKPACK,0.0054524831994973415,-0.031367760971130455,0.0054524831994973415,0.031367760971130455
PEBBLES_L,UV_VISOR_MAGENTA,PEBBLES,UV_VISOR,0.00491669973899196,0.03128897847927905,0.00491669973899196,0.03128897847927905
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_OVAL,GALAXY_SOUNDS,MICROCHIP,0.0004914733083643165,0.03127511965574463,0.0004914733083643165,0.03127511965574463
OXYGEN_SHAKE_CHOCOLATE,TRANSLATOR_ASTRO_BLACK,OXYGEN_SHAKE,TRANSLATOR,-0.002248495909017466,-0.03126558797723195,0.002248495909017466,0.03126558797723195
MICROCHIP_TRIANGLE,PEBBLES_XL,MICROCHIP,PEBBLES,0.0020074458872384147,0.03121887392942038,0.0020074458872384147,0.03121887392942038
OXYGEN_SHAKE_CHOCOLATE,PANEL_1X4,OXYGEN_SHAKE,PANEL,-0.001716844485233496,0.031191775401702957,0.001716844485233496,0.031191775401702957
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_STRAWBERRY,GALAXY_SOUNDS,SNACKPACK,0.0137114254354884,0.031135003473637877,0.0137114254354884,0.031135003473637877
SNACKPACK_STRAWBERRY,TRANSLATOR_VOID_BLUE,SNACKPACK,TRANSLATOR,0.012324930888924734,-0.030981109902785495,0.012324930888924734,0.030981109902785495
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_ORANGE,GALAXY_SOUNDS,UV_VISOR,-0.005696490534323186,-0.030792116470397556,0.005696490534323186,0.030792116470397556
PEBBLES_M,SLEEP_POD_COTTON,PEBBLES,SLEEP_POD,-0.00777800582156067,-0.03077891328188055,0.00777800582156067,0.03077891328188055
OXYGEN_SHAKE_GARLIC,UV_VISOR_RED,OXYGEN_SHAKE,UV_VISOR,-0.006939821344697506,-0.03070975218367137,0.006939821344697506,0.03070975218367137
MICROCHIP_SQUARE,PEBBLES_XL,MICROCHIP,PEBBLES,-0.004056812214693286,-0.030554831719340435,0.004056812214693286,0.030554831719340435
SNACKPACK_CHOCOLATE,UV_VISOR_AMBER,SNACKPACK,UV_VISOR,0.015889193681669144,0.030336325689685213,0.015889193681669144,0.030336325689685213
OXYGEN_SHAKE_MINT,PANEL_1X4,OXYGEN_SHAKE,PANEL,0.002000304825845249,0.030155376466458855,0.002000304825845249,0.030155376466458855
MICROCHIP_RECTANGLE,ROBOT_IRONING,MICROCHIP,ROBOT,-0.005886303410842257,0.029811179544257455,0.005886303410842257,0.029811179544257455
SLEEP_POD_SUEDE,TRANSLATOR_ECLIPSE_CHARCOAL,SLEEP_POD,TRANSLATOR,0.003836502159518255,0.02969030541940691,0.003836502159518255,0.02969030541940691
MICROCHIP_CIRCLE,UV_VISOR_MAGENTA,MICROCHIP,UV_VISOR,0.0017386102092602123,0.02953390586326449,0.0017386102092602123,0.02953390586326449
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_ASTRO_BLACK,GALAXY_SOUNDS,TRANSLATOR,0.0008024180960647954,-0.029511880317033275,0.0008024180960647954,0.029511880317033275
MICROCHIP_TRIANGLE,PANEL_1X4,MICROCHIP,PANEL,-0.002195991790635903,-0.02932365818130181,0.002195991790635903,0.02932365818130181
SNACKPACK_VANILLA,UV_VISOR_AMBER,SNACKPACK,UV_VISOR,0.012874252784016042,-0.029203533492495038,0.012874252784016042,0.029203533492495038
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_L,GALAXY_SOUNDS,PEBBLES,0.007046420954490342,0.029132384047863818,0.007046420954490342,0.029132384047863818
PEBBLES_M,SLEEP_POD_NYLON,PEBBLES,SLEEP_POD,-0.0037926523927280984,-0.029092451588554502,0.0037926523927280984,0.029092451588554502
PEBBLES_XS,SNACKPACK_CHOCOLATE,PEBBLES,SNACKPACK,0.013093554564197502,0.029059984003441532,0.013093554564197502,0.029059984003441532
GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_S,GALAXY_SOUNDS,PEBBLES,-0.017779707985417472,-0.028847260759264477,0.017779707985417472,0.028847260759264477
MICROCHIP_CIRCLE,SNACKPACK_STRAWBERRY,MICROCHIP,SNACKPACK,-0.008282393482026222,-0.028820284734339254,0.008282393482026222,0.028820284734339254
SLEEP_POD_NYLON,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,0.0011181993370557371,-0.028804822636246733,0.0011181993370557371,0.028804822636246733
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_SUEDE,GALAXY_SOUNDS,SLEEP_POD,-0.0030572348698927275,-0.028452544535680004,0.0030572348698927275,0.028452544535680004
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_SPACE_GRAY,GALAXY_SOUNDS,TRANSLATOR,-0.00045423040345080073,0.02843155210321111,0.00045423040345080073,0.02843155210321111
ROBOT_VACUUMING,UV_VISOR_RED,ROBOT,UV_VISOR,0.012250133360105858,0.028410732469058106,0.012250133360105858,0.028410732469058106
MICROCHIP_SQUARE,PEBBLES_XS,MICROCHIP,PEBBLES,0.00866037118226703,0.02825168918009763,0.00866037118226703,0.02825168918009763
OXYGEN_SHAKE_EVENING_BREATH,PANEL_1X4,OXYGEN_SHAKE,PANEL,0.004541597852917402,-0.02821049964089885,0.004541597852917402,0.02821049964089885
ROBOT_IRONING,UV_VISOR_RED,ROBOT,UV_VISOR,0.0029057427466656393,0.028199438917635867,0.0029057427466656393,0.028199438917635867
SNACKPACK_PISTACHIO,TRANSLATOR_VOID_BLUE,SNACKPACK,TRANSLATOR,0.017651923958184063,-0.027956241004607432,0.017651923958184063,0.027956241004607432
MICROCHIP_CIRCLE,TRANSLATOR_SPACE_GRAY,MICROCHIP,TRANSLATOR,0.0036366819104487716,0.02786143985142338,0.0036366819104487716,0.02786143985142338
PEBBLES_XS,SNACKPACK_VANILLA,PEBBLES,SNACKPACK,-0.014551046759498615,-0.027861047625632136,0.014551046759498615,0.027861047625632136
MICROCHIP_SQUARE,PEBBLES_M,MICROCHIP,PEBBLES,0.001621444787720576,0.027716913809577352,0.001621444787720576,0.027716913809577352
MICROCHIP_SQUARE,UV_VISOR_ORANGE,MICROCHIP,UV_VISOR,-0.008207052136816172,-0.027687489048656106,0.008207052136816172,0.027687489048656106
MICROCHIP_CIRCLE,PANEL_2X4,MICROCHIP,PANEL,0.0044115892618847045,0.027602357515934484,0.0044115892618847045,0.027602357515934484
PEBBLES_S,SNACKPACK_VANILLA,PEBBLES,SNACKPACK,-0.0015629095419670256,0.027593729237546168,0.0015629095419670256,0.027593729237546168
MICROCHIP_OVAL,PANEL_2X2,MICROCHIP,PANEL,0.004776093587209274,0.027473048248308672,0.004776093587209274,0.027473048248308672
MICROCHIP_SQUARE,TRANSLATOR_GRAPHITE_MIST,MICROCHIP,TRANSLATOR,0.002849719475128064,-0.027428413139863116,0.002849719475128064,0.027428413139863116
PEBBLES_XS,UV_VISOR_YELLOW,PEBBLES,UV_VISOR,0.00813947129796595,0.027355199823137766,0.00813947129796595,0.027355199823137766
GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_VOID_BLUE,GALAXY_SOUNDS,TRANSLATOR,0.01183987665609367,0.027352222341647234,0.01183987665609367,0.027352222341647234
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XL,GALAXY_SOUNDS,PEBBLES,-0.002447629588959223,0.027280294651594393,0.002447629588959223,0.027280294651594393
PEBBLES_S,SLEEP_POD_POLYESTER,PEBBLES,SLEEP_POD,-0.003820057394163458,-0.02726945566219264,0.003820057394163458,0.02726945566219264
SNACKPACK_STRAWBERRY,UV_VISOR_RED,SNACKPACK,UV_VISOR,0.02303960516942839,0.027249272229869694,0.02303960516942839,0.027249272229869694
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS,OXYGEN_SHAKE,0.012491575206145276,0.027205872607859973,0.012491575206145276,0.027205872607859973
ROBOT_VACUUMING,TRANSLATOR_ASTRO_BLACK,ROBOT,TRANSLATOR,0.0005694021663530924,0.027160677779589172,0.0005694021663530924,0.027160677779589172
PEBBLES_S,SNACKPACK_CHOCOLATE,PEBBLES,SNACKPACK,0.0005281194843571485,-0.02705964376106357,0.0005281194843571485,0.02705964376106357
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,0.012793695283048885,0.026918625347421468,0.012793695283048885,0.026918625347421468
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_CIRCLE,GALAXY_SOUNDS,MICROCHIP,0.005879041919227882,0.02686256839646982,0.005879041919227882,0.02686256839646982
PEBBLES_XL,TRANSLATOR_SPACE_GRAY,PEBBLES,TRANSLATOR,0.003953050792226108,0.026777889427087382,0.003953050792226108,0.026777889427087382
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_L,OXYGEN_SHAKE,PEBBLES,-0.009821455933791448,-0.026732762381568048,0.009821455933791448,0.026732762381568048
MICROCHIP_SQUARE,UV_VISOR_YELLOW,MICROCHIP,UV_VISOR,0.008069112333149692,0.026645984375108334,0.008069112333149692,0.026645984375108334
GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_YELLOW,GALAXY_SOUNDS,UV_VISOR,0.018573868680527794,0.026641985579704916,0.018573868680527794,0.026641985579704916
PANEL_4X4,SLEEP_POD_LAMB_WOOL,PANEL,SLEEP_POD,0.007898034161155018,0.026639818715395815,0.007898034161155018,0.026639818715395815
PEBBLES_XL,ROBOT_DISHES,PEBBLES,ROBOT,-0.003250744868455158,-0.02658927756712285,0.003250744868455158,0.02658927756712285
TRANSLATOR_ASTRO_BLACK,UV_VISOR_YELLOW,TRANSLATOR,UV_VISOR,0.014086842417705936,0.026581571651066276,0.014086842417705936,0.026581571651066276
PANEL_1X2,UV_VISOR_AMBER,PANEL,UV_VISOR,0.005827790876955939,-0.026566035245688874,0.005827790876955939,0.026566035245688874
MICROCHIP_TRIANGLE,ROBOT_LAUNDRY,MICROCHIP,ROBOT,-0.0031205360459685577,-0.026556729974344013,0.0031205360459685577,0.026556729974344013
PEBBLES_L,TRANSLATOR_GRAPHITE_MIST,PEBBLES,TRANSLATOR,-0.004536575528507277,-0.02642691040354034,0.004536575528507277,0.02642691040354034
PEBBLES_XL,UV_VISOR_YELLOW,PEBBLES,UV_VISOR,-0.005964515186964931,-0.026401997831513986,0.005964515186964931,0.026401997831513986
PEBBLES_M,SLEEP_POD_SUEDE,PEBBLES,SLEEP_POD,-0.00739835122776149,-0.026375109474015546,0.00739835122776149,0.026375109474015546
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,0.015136599978385056,0.026277094136221625,0.015136599978385056,0.026277094136221625
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,GALAXY_SOUNDS,SLEEP_POD,0.007885387137637836,0.02622314133946464,0.007885387137637836,0.02622314133946464
ROBOT_VACUUMING,SNACKPACK_STRAWBERRY,ROBOT,SNACKPACK,0.007122726117594438,0.02606194707074307,0.007122726117594438,0.02606194707074307
PEBBLES_XS,TRANSLATOR_GRAPHITE_MIST,PEBBLES,TRANSLATOR,0.009086610967372155,0.025983946909996336,0.009086610967372155,0.025983946909996336
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XL,GALAXY_SOUNDS,PEBBLES,-0.00827243678700634,-0.025980780799193887,0.00827243678700634,0.025980780799193887
PANEL_4X4,ROBOT_LAUNDRY,PANEL,ROBOT,-0.007107856313117256,-0.025907619458591935,0.007107856313117256,0.025907619458591935
PEBBLES_S,SNACKPACK_PISTACHIO,PEBBLES,SNACKPACK,0.0006996879088412635,-0.02590037694513804,0.0006996879088412635,0.02590037694513804
GALAXY_SOUNDS_DARK_MATTER,ROBOT_IRONING,GALAXY_SOUNDS,ROBOT,-0.0028705017551563998,0.025862708740548662,0.0028705017551563998,0.025862708740548662
MICROCHIP_CIRCLE,PANEL_2X2,MICROCHIP,PANEL,0.005371847556646597,0.02583414014218241,0.005371847556646597,0.02583414014218241
PEBBLES_XL,SLEEP_POD_COTTON,PEBBLES,SLEEP_POD,-0.000696687601588792,0.0257872406406479,0.000696687601588792,0.0257872406406479
OXYGEN_SHAKE_MINT,TRANSLATOR_SPACE_GRAY,OXYGEN_SHAKE,TRANSLATOR,0.009863412754351998,0.025726336729335938,0.009863412754351998,0.025726336729335938
MICROCHIP_OVAL,ROBOT_IRONING,MICROCHIP,ROBOT,0.017665758744429452,0.025715348245485607,0.017665758744429452,0.025715348245485607
OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,OXYGEN_SHAKE,PANEL,0.011721226370809058,-0.025705718845435318,0.011721226370809058,0.025705718845435318
ROBOT_MOPPING,SLEEP_POD_SUEDE,ROBOT,SLEEP_POD,0.00452607123910476,-0.02565548462399895,0.00452607123910476,0.02565548462399895
PEBBLES_L,SNACKPACK_PISTACHIO,PEBBLES,SNACKPACK,0.01053811556702714,0.025565770815632223,0.01053811556702714,0.025565770815632223
MICROCHIP_OVAL,ROBOT_DISHES,MICROCHIP,ROBOT,-0.005522385295087605,-0.02547642814090908,0.005522385295087605,0.02547642814090908
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_RASPBERRY,GALAXY_SOUNDS,SNACKPACK,0.00967366811046486,-0.025436777653042475,0.00967366811046486,0.025436777653042475
SLEEP_POD_LAMB_WOOL,UV_VISOR_ORANGE,SLEEP_POD,UV_VISOR,0.004661540378662105,0.025304937539579506,0.004661540378662105,0.025304937539579506
ROBOT_VACUUMING,UV_VISOR_MAGENTA,ROBOT,UV_VISOR,-0.006132762073570629,-0.025213437211107154,0.006132762073570629,0.025213437211107154
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_MOPPING,GALAXY_SOUNDS,ROBOT,-0.00251820137791485,-0.025192260662029706,0.00251820137791485,0.025192260662029706
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,OXYGEN_SHAKE,SNACKPACK,0.004044669536282846,-0.02513333623894557,0.004044669536282846,0.02513333623894557
MICROCHIP_TRIANGLE,PEBBLES_M,MICROCHIP,PEBBLES,-0.006702022165447551,-0.02511130427972893,0.006702022165447551,0.02511130427972893
SLEEP_POD_COTTON,TRANSLATOR_VOID_BLUE,SLEEP_POD,TRANSLATOR,-0.00047795899119402763,-0.02509678129717643,0.00047795899119402763,0.02509678129717643
ROBOT_DISHES,SNACKPACK_CHOCOLATE,ROBOT,SNACKPACK,0.009928518013817314,0.025064717051026184,0.009928518013817314,0.025064717051026184
ROBOT_VACUUMING,SLEEP_POD_POLYESTER,ROBOT,SLEEP_POD,0.003290053948956997,0.024785789029249414,0.003290053948956997,0.024785789029249414
PANEL_2X2,PEBBLES_XL,PANEL,PEBBLES,-0.006911818942104776,-0.024705583237022505,0.006911818942104776,0.024705583237022505
MICROCHIP_SQUARE,PANEL_4X4,MICROCHIP,PANEL,0.005990411443857763,-0.024579191535252877,0.005990411443857763,0.024579191535252877
ROBOT_IRONING,SNACKPACK_CHOCOLATE,ROBOT,SNACKPACK,0.009446256756785523,-0.024492799568700714,0.009446256756785523,0.024492799568700714
ROBOT_VACUUMING,SNACKPACK_RASPBERRY,ROBOT,SNACKPACK,0.006793183381544225,-0.02438301937510282,0.006793183381544225,0.02438301937510282
PANEL_4X4,SNACKPACK_PISTACHIO,PANEL,SNACKPACK,0.006497255280212476,0.024279945745739117,0.006497255280212476,0.024279945745739117
MICROCHIP_CIRCLE,SNACKPACK_RASPBERRY,MICROCHIP,SNACKPACK,0.008856969545584133,0.024270138466542215,0.008856969545584133,0.024270138466542215
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_STRAWBERRY,GALAXY_SOUNDS,SNACKPACK,0.02024891720472745,0.024199636588131054,0.02024891720472745,0.024199636588131054
PANEL_1X2,ROBOT_MOPPING,PANEL,ROBOT,0.008846086500772718,0.024133795941461228,0.008846086500772718,0.024133795941461228
MICROCHIP_OVAL,SNACKPACK_PISTACHIO,MICROCHIP,SNACKPACK,-0.001154246418328934,0.024122161329679884,0.001154246418328934,0.024122161329679884
PEBBLES_M,UV_VISOR_YELLOW,PEBBLES,UV_VISOR,0.005962786287580684,0.024094710535971404,0.005962786287580684,0.024094710535971404
SNACKPACK_VANILLA,TRANSLATOR_VOID_BLUE,SNACKPACK,TRANSLATOR,0.01605388652537711,0.023985695740744876,0.01605388652537711,0.023985695740744876
MICROCHIP_TRIANGLE,SNACKPACK_CHOCOLATE,MICROCHIP,SNACKPACK,-0.00980992382576154,-0.02390686659557512,0.00980992382576154,0.02390686659557512
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_RED,OXYGEN_SHAKE,UV_VISOR,-0.0015376475162799227,0.02383105025098478,0.0015376475162799227,0.02383105025098478
SLEEP_POD_NYLON,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,0.011826160438455429,0.02382140999926554,0.011826160438455429,0.02382140999926554
ROBOT_IRONING,SNACKPACK_VANILLA,ROBOT,SNACKPACK,0.0025959317400195236,0.023695444329828362,0.0025959317400195236,0.023695444329828362
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_TRIANGLE,GALAXY_SOUNDS,MICROCHIP,0.0078428897644723,0.02368559468182863,0.0078428897644723,0.02368559468182863
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_GRAPHITE_MIST,OXYGEN_SHAKE,TRANSLATOR,0.007242886831840459,0.02365911298056778,0.007242886831840459,0.02365911298056778
OXYGEN_SHAKE_EVENING_BREATH,PEBBLES_XL,OXYGEN_SHAKE,PEBBLES,-0.0033468494387181346,-0.023641213160878013,0.0033468494387181346,0.023641213160878013
PANEL_1X4,SLEEP_POD_NYLON,PANEL,SLEEP_POD,0.00903659173086196,0.023597541594204532,0.00903659173086196,0.023597541594204532
GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_ORANGE,GALAXY_SOUNDS,UV_VISOR,-0.003223887127094517,-0.02357821462989332,0.003223887127094517,0.02357821462989332
MICROCHIP_TRIANGLE,SNACKPACK_VANILLA,MICROCHIP,SNACKPACK,0.007856478586821782,0.02354071223964658,0.007856478586821782,0.02354071223964658
SLEEP_POD_NYLON,UV_VISOR_YELLOW,SLEEP_POD,UV_VISOR,-0.0018624281702886276,-0.023525641975384856,0.0018624281702886276,0.023525641975384856
PEBBLES_XS,TRANSLATOR_ECLIPSE_CHARCOAL,PEBBLES,TRANSLATOR,0.006987264034680933,0.023519472403639417,0.006987264034680933,0.023519472403639417
PANEL_1X4,TRANSLATOR_SPACE_GRAY,PANEL,TRANSLATOR,0.00538725936762165,0.02351495754507201,0.00538725936762165,0.02351495754507201
PEBBLES_XS,SLEEP_POD_COTTON,PEBBLES,SLEEP_POD,-0.00022253386755494508,-0.02351252447374897,0.00022253386755494508,0.02351252447374897
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_VANILLA,OXYGEN_SHAKE,SNACKPACK,0.014781594203057222,0.02338579802743169,0.014781594203057222,0.02338579802743169
PANEL_4X4,UV_VISOR_YELLOW,PANEL,UV_VISOR,0.00013219152443808897,-0.023365299533959962,0.00013219152443808897,0.023365299533959962
PEBBLES_L,TRANSLATOR_ASTRO_BLACK,PEBBLES,TRANSLATOR,-0.0002708173083688072,-0.023334171069817364,0.0002708173083688072,0.023334171069817364
PANEL_4X4,SLEEP_POD_NYLON,PANEL,SLEEP_POD,0.011956882744066612,-0.023281352676907705,0.011956882744066612,0.023281352676907705
MICROCHIP_OVAL,OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP,OXYGEN_SHAKE,-0.010379320368760244,0.023233449198269314,0.010379320368760244,0.023233449198269314
MICROCHIP_CIRCLE,ROBOT_VACUUMING,MICROCHIP,ROBOT,0.00033051090198194384,0.02317022255578353,0.00033051090198194384,0.02317022255578353
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_RASPBERRY,GALAXY_SOUNDS,SNACKPACK,0.0016441778033564692,-0.023162002997200243,0.0016441778033564692,0.023162002997200243
MICROCHIP_CIRCLE,TRANSLATOR_VOID_BLUE,MICROCHIP,TRANSLATOR,-0.0027293406964589754,0.02295723993446079,0.0027293406964589754,0.02295723993446079
ROBOT_VACUUMING,TRANSLATOR_VOID_BLUE,ROBOT,TRANSLATOR,-0.0009689181257506473,-0.02289555215014269,0.0009689181257506473,0.02289555215014269
MICROCHIP_TRIANGLE,ROBOT_VACUUMING,MICROCHIP,ROBOT,-0.00817125632373584,-0.02284457339189475,0.00817125632373584,0.02284457339189475
OXYGEN_SHAKE_EVENING_BREATH,PANEL_1X2,OXYGEN_SHAKE,PANEL,0.006274578684080645,-0.022617208527964096,0.006274578684080645,0.022617208527964096
MICROCHIP_OVAL,PEBBLES_XL,MICROCHIP,PEBBLES,0.0028340329118641647,0.02258608029262706,0.0028340329118641647,0.02258608029262706
OXYGEN_SHAKE_MINT,PEBBLES_L,OXYGEN_SHAKE,PEBBLES,-0.008346752074065475,-0.022567404327777915,0.008346752074065475,0.022567404327777915
