pair,lag,corr
ASTRO_BLACK|VOID_BLUE,9,-0.0011966185744154507
ASTRO_BLACK|VOID_BLUE,10,-0.0013784336827417584
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-10,-0.0005870633211317662
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-9,0.008897707250339804
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-8,-0.0015415818155516004
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-7,-0.0031403854972383905
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-6,-0.011051539624769255
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-5,-0.00843723670373498
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-4,0.0019190288696461495
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-3,-0.002437477894727409
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-2,-0.003018308412369353
ECLIPSE_CHARCOAL|GRAPHITE_MIST,-1,-0.0033583082479138543
ECLIPSE_CHARCOAL|GRAPHITE_MIST,0,0.006778076777063882
ECLIPSE_CHARCOAL|GRAPHITE_MIST,1,2.9043082725323268e-05
ECLIPSE_CHARCOAL|GRAPHITE_MIST,2,-0.005348670417756657
ECLIPSE_CHARCOAL|GRAPHITE_MIST,3,-0.002394513415451836
ECLIPSE_CHARCOAL|GRAPHITE_MIST,4,0.007276354430080715
ECLIPSE_CHARCOAL|GRAPHITE_MIST,5,0.003893331963320187
ECLIPSE_CHARCOAL|GRAPHITE_MIST,6,0.00811384974367564
ECLIPSE_CHARCOAL|GRAPHITE_MIST,7,-0.0034683288656234277
ECLIPSE_CHARCOAL|GRAPHITE_MIST,8,0.006188434064624455
ECLIPSE_CHARCOAL|GRAPHITE_MIST,9,0.006001520355107204
ECLIPSE_CHARCOAL|GRAPHITE_MIST,10,-0.006450155945675892
ECLIPSE_CHARCOAL|SPACE_GRAY,-10,0.005577905876736616
ECLIPSE_CHARCOAL|SPACE_GRAY,-9,0.003140666093157641
ECLIPSE_CHARCOAL|SPACE_GRAY,-8,-0.005346426817859579
ECLIPSE_CHARCOAL|SPACE_GRAY,-7,0.0075112105258692404
ECLIPSE_CHARCOAL|SPACE_GRAY,-6,-0.0029337923058826666
ECLIPSE_CHARCOAL|SPACE_GRAY,-5,-0.004822898926735497
ECLIPSE_CHARCOAL|SPACE_GRAY,-4,0.009685521604150926
ECLIPSE_CHARCOAL|SPACE_GRAY,-3,-0.003371235218358069
ECLIPSE_CHARCOAL|SPACE_GRAY,-2,-0.003352684447296061
ECLIPSE_CHARCOAL|SPACE_GRAY,-1,-0.02206632852892665
ECLIPSE_CHARCOAL|SPACE_GRAY,0,0.010201245133880705
ECLIPSE_CHARCOAL|SPACE_GRAY,1,0.009760417529986664
ECLIPSE_CHARCOAL|SPACE_GRAY,2,-0.0044456318877424544
ECLIPSE_CHARCOAL|SPACE_GRAY,3,0.010663554077914559
ECLIPSE_CHARCOAL|SPACE_GRAY,4,0.003778171068411042
ECLIPSE_CHARCOAL|SPACE_GRAY,5,-5.887952965522235e-05
ECLIPSE_CHARCOAL|SPACE_GRAY,6,-0.003522812830686192
ECLIPSE_CHARCOAL|SPACE_GRAY,7,-0.0005703845653821538
ECLIPSE_CHARCOAL|SPACE_GRAY,8,-0.001031155642005196
ECLIPSE_CHARCOAL|SPACE_GRAY,9,-0.0030914700497266046
ECLIPSE_CHARCOAL|SPACE_GRAY,10,-0.008047446466502425
ECLIPSE_CHARCOAL|VOID_BLUE,-10,-0.0006956400848642049
ECLIPSE_CHARCOAL|VOID_BLUE,-9,0.0002618190486913349
ECLIPSE_CHARCOAL|VOID_BLUE,-8,-0.001486894321482327
ECLIPSE_CHARCOAL|VOID_BLUE,-7,-0.0025609734160699266
ECLIPSE_CHARCOAL|VOID_BLUE,-6,-0.0025915331867548976
ECLIPSE_CHARCOAL|VOID_BLUE,-5,-0.002866769199667786
ECLIPSE_CHARCOAL|VOID_BLUE,-4,-0.003136141236328594
ECLIPSE_CHARCOAL|VOID_BLUE,-3,-0.015582376935953655
ECLIPSE_CHARCOAL|VOID_BLUE,-2,0.0050046759552955815
ECLIPSE_CHARCOAL|VOID_BLUE,-1,-0.0006938571992113478
ECLIPSE_CHARCOAL|VOID_BLUE,0,-0.004734953877615403
ECLIPSE_CHARCOAL|VOID_BLUE,1,-0.0012047090812106697
ECLIPSE_CHARCOAL|VOID_BLUE,2,0.00036039969517281625
ECLIPSE_CHARCOAL|VOID_BLUE,3,9.334300152391048e-05
ECLIPSE_CHARCOAL|VOID_BLUE,4,-0.008028882073557739
ECLIPSE_CHARCOAL|VOID_BLUE,5,-0.0037059289519094383
ECLIPSE_CHARCOAL|VOID_BLUE,6,0.003179830635485241
ECLIPSE_CHARCOAL|VOID_BLUE,7,-0.0019523197992580856
ECLIPSE_CHARCOAL|VOID_BLUE,8,-0.007332198797954657
ECLIPSE_CHARCOAL|VOID_BLUE,9,0.0073083953735686765
ECLIPSE_CHARCOAL|VOID_BLUE,10,0.0008051916065434777
GRAPHITE_MIST|SPACE_GRAY,-10,0.004285947335526443
GRAPHITE_MIST|SPACE_GRAY,-9,0.008548431331807074
GRAPHITE_MIST|SPACE_GRAY,-8,0.0016887495870815596
GRAPHITE_MIST|SPACE_GRAY,-7,-0.012014716348642103
GRAPHITE_MIST|SPACE_GRAY,-6,-0.003655810612003487
GRAPHITE_MIST|SPACE_GRAY,-5,-2.5934909841364927e-05
GRAPHITE_MIST|SPACE_GRAY,-4,-0.002122325012300234
GRAPHITE_MIST|SPACE_GRAY,-3,0.00016695802804940073
GRAPHITE_MIST|SPACE_GRAY,-2,-0.0010894815397067268
GRAPHITE_MIST|SPACE_GRAY,-1,-0.0003146861159332149
GRAPHITE_MIST|SPACE_GRAY,0,-0.0015492454302049206
GRAPHITE_MIST|SPACE_GRAY,1,0.002052475236207724
GRAPHITE_MIST|SPACE_GRAY,2,-0.004244007071181136
GRAPHITE_MIST|SPACE_GRAY,3,0.0012961144684085547
GRAPHITE_MIST|SPACE_GRAY,4,-0.005698023143776131
GRAPHITE_MIST|SPACE_GRAY,5,-0.007905739841313425
GRAPHITE_MIST|SPACE_GRAY,6,0.0010186324931694567
GRAPHITE_MIST|SPACE_GRAY,7,0.007336707020818617
GRAPHITE_MIST|SPACE_GRAY,8,-0.010042071858013934
GRAPHITE_MIST|SPACE_GRAY,9,-0.01143418266534464
GRAPHITE_MIST|SPACE_GRAY,10,0.0014094922113755722
GRAPHITE_MIST|VOID_BLUE,-10,-0.005809135263201203
GRAPHITE_MIST|VOID_BLUE,-9,0.0020835685962291932
GRAPHITE_MIST|VOID_BLUE,-8,-0.0036323104052031255
GRAPHITE_MIST|VOID_BLUE,-7,0.005742374776350041
GRAPHITE_MIST|VOID_BLUE,-6,-0.0002645497844875258
GRAPHITE_MIST|VOID_BLUE,-5,6.092401938198686e-05
GRAPHITE_MIST|VOID_BLUE,-4,0.003160707271344105
GRAPHITE_MIST|VOID_BLUE,-3,0.0008011033602597992
GRAPHITE_MIST|VOID_BLUE,-2,-0.0022842899282914243
GRAPHITE_MIST|VOID_BLUE,-1,-0.008873088809245575
GRAPHITE_MIST|VOID_BLUE,0,0.017530303814051854
GRAPHITE_MIST|VOID_BLUE,1,-0.005067529156983525
GRAPHITE_MIST|VOID_BLUE,2,-0.0042604959474390825
GRAPHITE_MIST|VOID_BLUE,3,-0.002611268776703756
GRAPHITE_MIST|VOID_BLUE,4,0.008371645498801542
GRAPHITE_MIST|VOID_BLUE,5,-0.003385603214675668
GRAPHITE_MIST|VOID_BLUE,6,-0.001108941810489169
GRAPHITE_MIST|VOID_BLUE,7,-0.0019542753973910637
GRAPHITE_MIST|VOID_BLUE,8,0.0032690797011666575
GRAPHITE_MIST|VOID_BLUE,9,0.0022525977607020125
GRAPHITE_MIST|VOID_BLUE,10,0.0011815617088208612
SPACE_GRAY|VOID_BLUE,-10,-0.00013098005461285604
SPACE_GRAY|VOID_BLUE,-9,-0.0017997007505709808
SPACE_GRAY|VOID_BLUE,-8,0.001211779461471417
SPACE_GRAY|VOID_BLUE,-7,0.009380097109913886
SPACE_GRAY|VOID_BLUE,-6,0.014272446043869859
SPACE_GRAY|VOID_BLUE,-5,0.0021261350555472503
SPACE_GRAY|VOID_BLUE,-4,-0.004842792683017108
SPACE_GRAY|VOID_BLUE,-3,0.004688433509742886
SPACE_GRAY|VOID_BLUE,-2,-0.004230657373206932
SPACE_GRAY|VOID_BLUE,-1,-0.0027736466909867355
SPACE_GRAY|VOID_BLUE,0,0.002890727009512406
SPACE_GRAY|VOID_BLUE,1,-0.008562493395450857
SPACE_GRAY|VOID_BLUE,2,-0.007167972014527081
SPACE_GRAY|VOID_BLUE,3,0.006074016370595385
SPACE_GRAY|VOID_BLUE,4,0.004765890931657033
SPACE_GRAY|VOID_BLUE,5,0.003920023215066015
SPACE_GRAY|VOID_BLUE,6,0.0021088828464967705
SPACE_GRAY|VOID_BLUE,7,0.00558110743180579
SPACE_GRAY|VOID_BLUE,8,0.006105368831759336
SPACE_GRAY|VOID_BLUE,9,-0.00043070319624687796
SPACE_GRAY|VOID_BLUE,10,0.009204975260544332
